Ward_No,WardName,zone_name,year,month,max_rainfall_3day_mm,avg_monsoon_rainfall_mm,drain_density_km_per_km2,depression_area_fraction,mean_slope_percent,impervious_surface_fraction,drain_condition_score,drain_capacity_proxy,mean_elevation_m,area_km2,yamuna_backflow_risk,water_body_fraction
86,EAST PATEL NAGAR,Karolbagh,2026,4,25.1,0.0,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,5,6.0,0.0,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,6,14.2,0.0,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,7,170.7,249.5,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,8,165.2,249.5,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,9,110.1,249.5,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,10,187.5,249.5,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,11,13.3,0.0,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
86,EAST PATEL NAGAR,Karolbagh,2026,12,21.1,0.0,3.46,0.121,1.18,0.49,3,147.6,237.1,5.93,0.0,0.148
87,RANJEET NAGAR,Karolbagh,2026,1,5.0,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,2,26.7,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,3,13.2,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,4,24.5,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,5,38.5,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,6,35.8,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,7,118.8,129.1,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,8,99.6,129.1,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,9,89.8,129.1,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,10,140.5,129.1,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,11,9.0,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
87,RANJEET NAGAR,Karolbagh,2026,12,24.2,0.0,2.53,0.144,1.45,0.5,2,73.0,222.5,21.9,0.5,0.039
88,BALJEET NAGAR,Karolbagh,2026,1,18.6,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,2,38.6,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,3,16.7,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,4,32.2,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,5,34.9,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,6,20.2,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,7,114.3,174.8,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,8,177.1,174.8,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,9,205.2,174.8,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,10,178.3,174.8,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,11,12.9,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
88,BALJEET NAGAR,Karolbagh,2026,12,36.1,0.0,3.13,0.049,1.95,0.49,2,37.1,218.3,7.58,0.0,0.125
89,KARAM PURA,Karolbagh,2026,1,7.0,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,2,10.6,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,3,6.0,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,4,36.8,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,5,33.8,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,6,39.0,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,7,59.9,246.8,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,8,76.6,246.8,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,9,67.9,246.8,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,10,166.2,246.8,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,11,26.2,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
89,KARAM PURA,Karolbagh,2026,12,17.6,0.0,3.31,0.128,0.54,0.65,4,99.8,217.2,19.13,0.0,0.106
90,MOTI NAGAR,Karolbagh,2026,1,14.7,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,2,14.5,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,3,7.8,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,4,28.0,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,5,27.9,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,6,8.3,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,7,104.2,242.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,8,218.8,242.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,9,165.3,242.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,10,174.1,242.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,11,12.5,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
90,MOTI NAGAR,Karolbagh,2026,12,7.8,0.0,3.71,0.094,0.4,0.68,3,57.7,201.7,12.28,0.2,0.034
91,RAMESH NAGAR,Karolbagh,2026,1,23.1,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,2,37.6,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,3,24.4,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,4,29.4,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,5,25.9,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,6,9.3,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,7,213.7,160.9,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,8,70.9,160.9,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,9,93.3,160.9,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,10,188.3,160.9,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,11,26.7,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
91,RAMESH NAGAR,Karolbagh,2026,12,34.3,0.0,2.64,0.05,0.55,0.45,4,139.4,203.3,14.74,0.0,0.072
92,PUNJABI BAGH,West Zone,2026,1,21.3,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,2,37.7,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,3,8.9,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,4,27.2,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,5,28.5,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,6,28.8,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,7,95.1,134.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,8,106.2,134.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,9,143.3,134.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,10,83.9,134.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,11,5.7,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
92,PUNJABI BAGH,West Zone,2026,12,24.7,0.0,3.54,0.14,0.27,0.53,3,128.5,221.2,7.15,0.0,0.016
93,MADIPUR,West Zone,2026,1,5.8,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,2,30.3,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,3,24.8,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,4,21.4,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,5,36.1,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,6,31.8,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,7,188.0,227.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,8,188.3,227.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,9,159.3,227.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,10,127.9,227.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,11,35.3,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
93,MADIPUR,West Zone,2026,12,37.4,0.0,1.27,0.039,1.71,0.69,4,51.4,216.3,23.03,0.5,0.145
94,RAGHUBIR NAGAR,West Zone,2026,1,23.3,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,2,32.7,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,3,8.2,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,4,6.9,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,5,33.0,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,6,14.1,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,7,148.9,228.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,8,125.4,228.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,9,53.7,228.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,10,56.8,228.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,11,33.9,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
94,RAGHUBIR NAGAR,West Zone,2026,12,26.3,0.0,3.59,0.145,0.7,0.33,3,68.7,220.4,19.42,0.5,0.083
95,VISHNU GARDEN,West Zone,2026,1,12.7,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,2,29.1,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,3,36.7,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,4,38.6,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,5,5.9,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,6,39.7,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,7,104.8,159.5,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,8,193.3,159.5,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,9,80.7,159.5,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,10,60.7,159.5,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,11,18.2,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
95,VISHNU GARDEN,West Zone,2026,12,35.1,0.0,3.22,0.043,0.66,0.87,4,116.6,237.8,28.24,0.0,0.026
96,RAJOURI GARDEN,West Zone,2026,1,35.0,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,2,23.1,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,3,21.9,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,4,20.5,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,5,15.6,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,6,39.5,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,7,96.2,123.2,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,8,133.3,123.2,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,9,118.8,123.2,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,10,78.9,123.2,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,11,12.1,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
96,RAJOURI GARDEN,West Zone,2026,12,37.1,0.0,0.84,0.138,1.89,0.39,5,34.0,211.9,14.87,0.0,0.077
97,CHAUKHANDI NAGAR,West Zone,2026,1,33.6,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,2,8.4,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,3,9.5,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,4,7.2,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,5,39.9,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,6,18.5,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,7,204.0,214.6,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,8,99.9,214.6,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,9,178.0,214.6,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,10,87.2,214.6,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,11,22.4,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
97,CHAUKHANDI NAGAR,West Zone,2026,12,33.9,0.0,2.8,0.134,0.58,0.42,2,77.4,197.3,17.32,0.5,0.018
98,SUBHASH NAGAR,West Zone,2026,1,36.1,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,2,26.3,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,3,10.5,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,4,22.6,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,5,35.2,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,6,28.5,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,7,193.2,251.4,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,8,92.6,251.4,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,9,201.0,251.4,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,10,178.5,251.4,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,11,30.5,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
98,SUBHASH NAGAR,West Zone,2026,12,17.1,0.0,2.34,0.127,0.58,0.78,2,65.2,208.4,28.05,0.0,0.1
99,HARI NAGAR,West Zone,2026,1,29.9,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,2,8.8,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,3,16.2,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,4,11.2,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,5,19.3,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,6,8.9,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,7,125.0,241.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,8,110.2,241.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,9,88.0,241.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,10,159.2,241.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,11,38.3,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
99,HARI NAGAR,West Zone,2026,12,12.2,0.0,1.27,0.131,0.85,0.68,5,65.4,218.0,17.06,0.5,0.026
100,FATEH NAGAR,West Zone,2026,1,34.7,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,2,5.0,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,3,26.3,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,4,17.7,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,5,31.3,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,6,18.1,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,7,132.6,131.2,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,8,119.2,131.2,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,9,160.6,131.2,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,10,110.5,131.2,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,11,38.7,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
100,FATEH NAGAR,West Zone,2026,12,37.8,0.0,3.89,0.085,1.82,0.75,3,148.4,200.0,2.28,0.0,0.04
101,TILAK NAGAR,West Zone,2026,1,35.4,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,2,20.6,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,3,8.2,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,4,26.7,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,5,10.7,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,6,7.7,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,7,162.9,207.7,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,8,205.1,207.7,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,9,128.3,207.7,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,10,57.0,207.7,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,11,35.8,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
101,TILAK NAGAR,West Zone,2026,12,7.3,0.0,3.17,0.078,1.17,0.85,1,28.6,216.6,29.27,0.0,0.097
102,KHYALA,West Zone,2026,1,21.0,0.0,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,2,8.5,0.0,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,3,21.9,0.0,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,4,6.7,0.0,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,5,22.5,0.0,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,6,13.8,0.0,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,7,204.9,254.4,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,8,117.7,254.4,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,9,157.8,254.4,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
102,KHYALA,West Zone,2026,10,196.2,254.4,3.86,0.068,1.18,0.54,1,37.5,226.3,18.04,0.2,0.124
